complete_address,city,price_total,price,rent,sqm,is_furnished,coords
"ul. ks. Jana Gałeczki, Klimzowiec, Centrum, Chorzów, śląskie","Chorzów, śląskie",3276.0,2500.0,776.0,90,True,"(50.288556299999996, 18.97044253093511)"
"ul. Rolna, Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",4200.0,4200.0,,86,False,"(50.2598987, 19.0215852)"
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1401.0,1400.0,1.0,70,False,"(50.35454355, 18.906154962392353)"
"ul. Ludomira Różyckiego, Mysłowice, śląskie","Mysłowice, śląskie",1977.0,1400.0,577.0,39,False,"(50.2096211, 19.132165997410812)"
"ul. Stanisława Małachowskiego 8, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",1500.0,1500.0,,24,True,"(50.271229500000004, 19.215561953947084)"
"Radzionków, tarnogórski, śląskie","tarnogórski, śląskie",1100.0,1100.0,,25,True,"(50.4015072, 18.90330204760516)"
"Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1650.0,1250.0,400.0,38,True,"(50.2932332, 19.1281052)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",2400.0,1950.0,450.0,37,True,"(50.2598987, 19.0215852)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",3800.0,3000.0,800.0,75,True,"(50.2598987, 19.0215852)"
"Szombierki, Bytom, śląskie","Bytom, śląskie",1520.0,1520.0,,30,True,"(50.3373909, 18.897380263830744)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",2850.0,2350.0,500.0,35,True,"(50.2598987, 19.0215852)"
"Penthouse w Atal Sokolska Towers, Śródmieście, Katowice, śląskie","Katowice, śląskie",11990.0,11990.0,,140,False,"(50.2598987, 19.0215852)"
"Giszowiec, Katowice, śląskie","Katowice, śląskie",2340.0,2340.0,,46,False,"(50.2218038, 19.0677859)"
"Ptasie Osiedle, nowy apartamentowiec na Gawronów, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",2900.0,2900.0,,52,False,"(50.2598987, 19.0215852)"
"ul. Francuska, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",2100.0,2100.0,,31,True,"(50.2598987, 19.0215852)"
"ul. Nadgórników, Bogucice, Katowice, śląskie","Katowice, śląskie",2701.0,2700.0,1.0,45,True,"(50.2598987, 19.0215852)"
"Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",2500.0,2500.0,,78,False,"(50.2932332, 19.1281052)"
"ul. Bytomska, Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1440.0,1200.0,240.0,48,True,"(50.3840312, 18.9456429)"
"Czeladź, będziński, śląskie","będziński, śląskie",1100.0,1100.0,,38,False,"(50.31914185, 19.07842007593674)"
"ul. Powstańców, Śródmieście, Katowice, śląskie","Katowice, śląskie",2430.0,1800.0,630.0,44,True,"(50.2598987, 19.0215852)"
"ul. Władysława Orkana, Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",3101.0,3100.0,1.0,75,True,"(50.2598987, 19.0215852)"
"ul. Krzysztofa Kamila Baczyńskiego, Milowice, Sosnowiec, śląskie","Sosnowiec, śląskie",1450.0,1450.0,,33,True,"(50.271229500000004, 19.215561953947084)"
"Miechowice, Bytom, śląskie","Bytom, śląskie",2000.0,2000.0,,40,False,"(50.3629654, 18.842468580157867)"
"Tarnowskie Góry, tarnogórski, śląskie","tarnogórski, śląskie",1550.0,1550.0,,35,True,"(50.4654128, 18.833588437116568)"
"Świętochłowice, śląskie","Świętochłowice, śląskie",1900.0,1900.0,,49,False,"(50.2854551, 18.9308513)"
"ul. Stanisława Moniuszki, Śródmieście, Bytom, śląskie","Bytom, śląskie",1800.0,1550.0,250.0,38,True,"(50.3470387, 18.9231857)"
"ul. Jana Faski, Centrum, Chorzów, śląskie","Chorzów, śląskie",6700.0,6700.0,,110,True,"(50.288556299999996, 18.97044253093511)"
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1899.0,1649.0,250.0,42,True,"(50.35454355, 18.906154962392353)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2800.0,2200.0,600.0,40,True,"(50.259795, 19.0217063)"
"Kasprzak, Gołonóg Południowy, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2200.0,2200.0,,50,False,"(50.3305391, 19.2326443)"
"ul. Nomiarki, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",2490.0,2200.0,290.0,28,True,"(50.288556299999996, 18.97044253093511)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",4301.0,4300.0,1.0,78,True,"(50.2598987, 19.0215852)"
"Pogoń, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",2200.0,1700.0,500.0,34,True,"(50.301919850000004, 19.132456365631022)"
"ul. Krzywa, Śródmieście, Katowice, śląskie","Katowice, śląskie",1300.0,1300.0,,29,True,"(50.2598987, 19.0215852)"
"ul. Krzywa, Śródmieście, Katowice, śląskie","Katowice, śląskie",1300.0,1300.0,,26,True,"(50.2598987, 19.0215852)"
"ul. Topolowa, Koszutka, Katowice, śląskie","Katowice, śląskie",2100.0,1700.0,400.0,52,True,"(50.2598987, 19.0215852)"
"ul. Stanisława Małachowskiego, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",2000.0,2000.0,,110,True,"(50.271229500000004, 19.215561953947084)"
"ul. Polna, Świętochłowice, śląskie","Świętochłowice, śląskie",1800.0,1200.0,600.0,38,True,"(50.2854551, 18.9308513)"
"ul. Bytkowska, Wełnowiec-Józefowiec, Katowice, śląskie","Katowice, śląskie",2950.0,2550.0,400.0,42,True,"(50.2598987, 19.0215852)"
"ul. Uniwersytecka, Śródmieście, Katowice, śląskie","Katowice, śląskie",3600.0,3000.0,600.0,50,True,"(50.2598987, 19.0215852)"
"ul. Rzepakowa, Piotrowice-Ochojec, Katowice, śląskie","Katowice, śląskie",3700.0,3700.0,,65,True,"(50.2598987, 19.0215852)"
"ul. Żwirki i Wigury, Śródmieście, Katowice, śląskie","Katowice, śląskie",6246.0,5500.0,746.0,100,False,"(50.2598987, 19.0215852)"
"ul. Graniczna, Brodway, Gołonóg Północny, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",13679.0,13679.0,,146,True,"(50.369624, 19.289046489684473)"
"ul. Kolista, Giszowiec, Katowice, śląskie","Katowice, śląskie",1600.0,900.0,700.0,32,True,"(50.2598987, 19.0215852)"
"al. Wojciecha Korfantego 32, Koszutka, Katowice, śląskie","Katowice, śląskie",2600.0,1800.0,800.0,48,True,"(50.264261399999995, 19.021411410869558)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",3000.0,3000.0,,45,True,"(50.259795, 19.0217063)"
"ul. gen. Tadeusza Bora-Komorowskiego, Środula, Sosnowiec, śląskie","Sosnowiec, śląskie",2250.0,2250.0,,46,False,"(50.271229500000004, 19.215561953947084)"
"ul. gen. Tadeusza Bora-Komorowskiego, Środula, Sosnowiec, śląskie","Sosnowiec, śląskie",2100.0,2100.0,,46,True,"(50.271229500000004, 19.215561953947084)"
"Centrum, Chorzów, śląskie","Chorzów, śląskie",3550.0,3200.0,350.0,42,True,"(50.2968327, 18.9569214)"
"Kasprzak, Gołonóg Południowy, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2600.0,2600.0,,46,False,"(50.3305391, 19.2326443)"
"Kasprzak, Gołonóg Południowy, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",3500.0,3500.0,,60,True,"(50.3305391, 19.2326443)"
"ul. Wolności, Będzin, będziński, śląskie","będziński, śląskie",3200.0,3200.0,,52,True,"(50.415351900000005, 19.113039906701346)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",3400.0,2900.0,500.0,76,True,"(50.259795, 19.0217063)"
"ul. Dęblińska, Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",2550.0,2300.0,250.0,43,False,"(50.271229500000004, 19.215561953947084)"
"ul. Raciborska, Śródmieście, Katowice, śląskie","Katowice, śląskie",2280.0,1850.0,430.0,59,True,"(50.2598987, 19.0215852)"
"ul. Szpaków, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1950.0,1100.0,850.0,56,True,"(50.271229500000004, 19.215561953947084)"
"Reden-Adamiecki, Reden, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1750.0,1290.0,460.0,30,True,"(50.369624, 19.289046489684473)"
"Ligota-Panewniki, Katowice, śląskie","Katowice, śląskie",6000.0,6000.0,,120,False,"(50.2216204, 18.9423986)"
"ul. Brynowska, Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",2990.0,2989.0,1.0,90,True,"(50.2598987, 19.0215852)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2550.0,2000.0,550.0,34,True,"(50.259795, 19.0217063)"
"ul. Wojciecha Korfantego, Mysłowice, śląskie","Mysłowice, śląskie",1820.0,1350.0,470.0,31,False,"(50.2096211, 19.132165997410812)"
"ul. 3 Maja, Śródmieście, Śródmieście, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1976.0,1699.0,277.0,34,False,"(50.369624, 19.289046489684473)"
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1900.0,1900.0,,71,False,"(50.35454355, 18.906154962392353)"
"ul. Wincentego Janasa, Załęże, Katowice, śląskie","Katowice, śląskie",2301.0,2300.0,1.0,72,True,"(50.2598987, 19.0215852)"
"Ligota-Panewniki, Katowice, śląskie","Katowice, śląskie",2500.0,2500.0,,50,True,"(50.2216204, 18.9423986)"
"ul. 1 Maja, Zawodzie, Katowice, śląskie","Katowice, śląskie",3500.0,3500.0,,70,False,"(50.2598987, 19.0215852)"
"Karb, Bytom, śląskie","Bytom, śląskie",900.0,900.0,,18,False,"(50.3546604, 18.875934276097645)"
"ul. marsz. Józefa Piłsudskiego, Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",2000.0,1800.0,200.0,30,False,"(50.271229500000004, 19.215561953947084)"
"ul. Elizy Orzeszkowej, Michałkowice, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",1700.0,1700.0,,32,True,"(50.3052029, 19.0275635)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",2400.0,2400.0,,37,True,"(50.2598987, 19.0215852)"
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",1780.0,1390.0,390.0,41,True,"(50.2774664, 18.9730155)"
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",1750.0,1750.0,,62,False,"(50.2774664, 18.9730155)"
"Śródmieście, Śródmieście, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2650.0,1900.0,750.0,51,False,"(50.369624, 19.289046489684473)"
"ul. Sokolska, Śródmieście, Katowice, śląskie","Katowice, śląskie",2800.0,2800.0,,40,True,"(50.2598987, 19.0215852)"
"ul. Ignacego Paderewskiego, Jaworzno, śląskie","Jaworzno, śląskie",2346.0,1800.0,546.0,45,True,"(50.203439, 19.2721559)"
"ul. Słoneczna, Wełnowiec-Józefowiec, Katowice, śląskie","Katowice, śląskie",2600.0,2600.0,,61,True,"(50.2598987, 19.0215852)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",1498.0,1199.0,299.0,17,True,"(50.259795, 19.0217063)"
"ul. 3 Maja, Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1910.0,1600.0,310.0,46,True,"(50.271229500000004, 19.215561953947084)"
"ul. Adama Mickiewicza, Śródmieście, Bytom, śląskie","Bytom, śląskie",1850.0,1500.0,350.0,40,True,"(50.3470387, 18.9231857)"
"ul. Niepodległości, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",2500.0,2500.0,,36,True,"(50.271229500000004, 19.215561953947084)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2450.0,2050.0,400.0,38,True,"(50.259795, 19.0217063)"
"ul. gen. Henryka Dąbrowskiego, Centrum, Chorzów, śląskie","Chorzów, śląskie",1500.0,1500.0,,29,False,"(50.288556299999996, 18.97044253093511)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,34,False,"(50.259795, 19.0217063)"
"ul. Towarowa, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",1500.0,1500.0,,48,True,"(50.271229500000004, 19.215561953947084)"
"ul. Żołnierzy Września, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",1798.0,1299.0,499.0,42,False,"(50.288556299999996, 18.97044253093511)"
"ul. Stanisława Małachowskiego, Będzin, będziński, śląskie","będziński, śląskie",2500.0,2500.0,,88,False,"(50.415351900000005, 19.113039906701346)"
"ul. Jagiellońska, Śródmieście, Bytom, śląskie","Bytom, śląskie",990.0,990.0,,20,False,"(50.3470387, 18.9231857)"
"ul. Jagiellońska, Śródmieście, Bytom, śląskie","Bytom, śląskie",1190.0,1190.0,,23,False,"(50.3470387, 18.9231857)"
"ul. Armii Krajowej, Mysłowice, śląskie","Mysłowice, śląskie",2150.0,1500.0,650.0,51,True,"(50.2096211, 19.132165997410812)"
"ul. Jagiellońska, Śródmieście, Bytom, śląskie","Bytom, śląskie",1245.0,1090.0,155.0,20,False,"(50.3470387, 18.9231857)"
"ul. Jagiellońska, Śródmieście, Bytom, śląskie","Bytom, śląskie",1445.0,1290.0,155.0,25,False,"(50.3470387, 18.9231857)"
"ul. Wielka Skotnica, Mysłowice, śląskie","Mysłowice, śląskie",2030.0,1400.0,630.0,35,True,"(50.2096211, 19.132165997410812)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",2699.0,2699.0,,56,True,"(50.2598987, 19.0215852)"
"Wojkowice, będziński, śląskie","będziński, śląskie",1400.0,1400.0,,51,False,"(50.365925700000005, 19.03576306941288)"
"ul. Francuska, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",4700.0,4000.0,700.0,78,True,"(50.2598987, 19.0215852)"
"Jęzor, Sosnowiec, śląskie","Sosnowiec, śląskie",1700.0,1700.0,,50,False,"(50.2329501, 19.170043)"
"Jęzor, Sosnowiec, śląskie","Sosnowiec, śląskie",1600.0,1600.0,,48,False,"(50.2329501, 19.170043)"
"Niwka, Sosnowiec, śląskie","Sosnowiec, śląskie",2250.0,2250.0,,54,False,"(50.2438424, 19.1598421)"
"Milowice, Sosnowiec, śląskie","Sosnowiec, śląskie",1780.0,1400.0,380.0,43,True,"(50.2882073, 19.0798794)"
"Śródmieście, Bytom, śląskie","Bytom, śląskie",950.0,950.0,,35,False,"(50.35454355, 18.906154962392353)"
"Mysłowice, śląskie","Mysłowice, śląskie",1050.0,1050.0,,32,False,"(50.2096211, 19.132165997410812)"
"Brodway, Gołonóg Północny, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2300.0,2000.0,300.0,35,False,"(50.369624, 19.289046489684473)"
"ul. Niepodległości, Bytków, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",1400.0,1400.0,,38,False,"(50.3052029, 19.0275635)"
"ul. marsz. Józefa Piłsudskiego, Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1200.0,1000.0,200.0,44,False,"(50.271229500000004, 19.215561953947084)"
"os. Amelung, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",1100.0,1100.0,,38,True,"(50.288556299999996, 18.97044253093511)"
"Środula, Sosnowiec, śląskie","Sosnowiec, śląskie",2350.0,1700.0,650.0,42,True,"(50.2949186, 19.1558434)"
"Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1901.0,1900.0,1.0,45,False,"(50.3840312, 18.9456429)"
"ul. gen. Stefana Grota-Roweckiego, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",2700.0,2700.0,,70,False,"(50.271229500000004, 19.215561953947084)"
"S. F. Mazur 1/90, Jaworzno, śląskie","Jaworzno, śląskie",1398.0,1398.0,,43,False,"(50.203439, 19.2721559)"
"Świętochłowice, śląskie","Świętochłowice, śląskie",1800.0,1300.0,500.0,38,True,"(50.2854551, 18.9308513)"
"ul. Katowicka 23 m.20, Świętochłowice, śląskie","Świętochłowice, śląskie",550.0,550.0,,19,True,"(50.2854551, 18.9308513)"
"ul. Józefowska 114a, Wełnowiec-Józefowiec, Katowice, śląskie","Katowice, śląskie",1450.0,1150.0,300.0,38,True,"(50.2598987, 19.0215852)"
"ul. Strzelców Bytomskich 14, Centrum, Chorzów, śląskie","Chorzów, śląskie",1350.0,1200.0,150.0,25,True,"(50.288556299999996, 18.97044253093511)"
"ul. Szczecińska, Wełnowiec-Józefowiec, Katowice, śląskie","Katowice, śląskie",3000.0,2500.0,500.0,58,True,"(50.2598987, 19.0215852)"
"ul. Wincentego Wajdy, Bogucice, Katowice, śląskie","Katowice, śląskie",2750.0,2750.0,,90,True,"(50.2598987, 19.0215852)"
"ul. Powstańców, Śródmieście, Katowice, śląskie","Katowice, śląskie",3500.0,2800.0,700.0,80,True,"(50.2598987, 19.0215852)"
"ul. Tysiąclecia, Klimzowiec, Centrum, Chorzów, śląskie","Chorzów, śląskie",3501.0,3500.0,1.0,75,True,"(50.288556299999996, 18.97044253093511)"
"Francuska Park, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2400.0,2400.0,,41,True,"(50.241477700000004, 19.0277455137362)"
"ul. Świętochłowicka, Łagiewniki, Bytom, śląskie","Bytom, śląskie",1899.0,1899.0,,50,True,"(50.3470387, 18.9231857)"
"Mysłowice, śląskie","Mysłowice, śląskie",2000.0,2000.0,,60,True,"(50.2096211, 19.132165997410812)"
"Dwupoziomowy apartament z tarasem!, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",12000.0,12000.0,,112,False,"(50.2598987, 19.0215852)"
"ul. Marii Skłodowskiej-Curie, Śródmieście, Katowice, śląskie","Katowice, śląskie",2600.0,2600.0,,88,False,"(50.2598987, 19.0215852)"
"ul. Mieszka I I, Będzin, będziński, śląskie","będziński, śląskie",2500.0,2500.0,,49,True,"(50.415351900000005, 19.113039906701346)"
"ul. Opolska, Śródmieście, Katowice, śląskie","Katowice, śląskie",3250.0,2500.0,750.0,34,True,"(50.2598987, 19.0215852)"
"ul. Beskidzka, Świętochłowice, śląskie","Świętochłowice, śląskie",1500.0,1500.0,,63,True,"(50.2854551, 18.9308513)"
"Ligota-Panewniki, Katowice, śląskie","Katowice, śląskie",2100.0,1750.0,350.0,35,True,"(50.2216204, 18.9423986)"
"Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1600.0,1600.0,,34,False,"(50.3840312, 18.9456429)"
"ul. Władysława Grabskiego, Osiedle Witosa, Katowice, śląskie","Katowice, śląskie",2500.0,1700.0,800.0,60,True,"(50.2598987, 19.0215852)"
"Aleje, Reden, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1990.0,1690.0,300.0,38,True,"(50.369624, 19.289046489684473)"
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",2001.0,2000.0,1.0,49,False,"(50.283912, 19.1126792)"
"Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",2850.0,2850.0,,71,False,"(50.3840312, 18.9456429)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2500.0,2500.0,,55,False,"(50.259795, 19.0217063)"
"Tarnowskie Góry, tarnogórski, śląskie","tarnogórski, śląskie",1700.0,1700.0,,45,False,"(50.4654128, 18.833588437116568)"
"ul. Osiedle, Mierzęcice, Mierzęcice, będziński, śląskie","będziński, śląskie",1800.0,1800.0,,39,True,"(50.415351900000005, 19.113039906701346)"
"ul. Spółdzielców, Stroszek - Dąbrowa Miejska, Bytom, śląskie","Bytom, śląskie",2000.0,1500.0,500.0,38,True,"(50.3470387, 18.9231857)"
"ul. Oświęcimska, Śródmieście, Bytom, śląskie","Bytom, śląskie",1580.0,1300.0,280.0,38,True,"(50.3470387, 18.9231857)"
"ul. marsz. Józefa Piłsudskiego, Śródmieście, Bytom, śląskie","Bytom, śląskie",1500.0,1200.0,300.0,20,True,"(50.3470387, 18.9231857)"
"ul. Grzegorza Fitelberga, Szombierki, Bytom, śląskie","Bytom, śląskie",1980.0,1450.0,530.0,45,True,"(50.3470387, 18.9231857)"
"ul. ks. Prymasa Augusta Hlonda, Osiedle Generała Jerzego Ziętka, Bytom, śląskie","Bytom, śląskie",1401.0,1400.0,1.0,67,True,"(50.3470387, 18.9231857)"
"ul. Tadeusza Kościuszki 223, Ligota-Panewniki, Katowice, śląskie","Katowice, śląskie",2101.0,2100.0,1.0,70,False,"(50.2598987, 19.0215852)"
"ul. Gabriela Narutowicza, Sielec, Sosnowiec, śląskie","Sosnowiec, śląskie",1700.0,1200.0,500.0,43,False,"(50.271229500000004, 19.215561953947084)"
"ul. Łęknice, Łęknice, Zielona Pogoria, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",4900.0,4900.0,,71,True,"(50.369624, 19.289046489684473)"
"Zagórze Północ, Sosnowiec, śląskie","Sosnowiec, śląskie",2070.0,1450.0,620.0,38,True,"(50.271229500000004, 19.215561953947084)"
"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",3020.0,2700.0,320.0,43,True,"(50.2598987, 19.0215852)"
"Mysłowice, śląskie","Mysłowice, śląskie",1650.0,1650.0,,52,True,"(50.2096211, 19.132165997410812)"
"PCK, Centrum, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",1400.0,1400.0,,37,True,"(50.3063932, 19.0347356)"
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1800.0,1550.0,250.0,37,False,"(50.35454355, 18.906154962392353)"
"ul. Wita Stwosza, Śródmieście, Katowice, śląskie","Katowice, śląskie",3000.0,2300.0,700.0,57,True,"(50.2598987, 19.0215852)"
"pl. Bolesława Chrobrego, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2700.0,2100.0,600.0,48,True,"(50.2598987, 19.0215852)"
"ul. Strzelecka 5, Śródmieście, Katowice, śląskie","Katowice, śląskie",782.0,550.0,232.0,9,True,"(50.2598987, 19.0215852)"
"ul. Brzozowa, Koszutka, Katowice, śląskie","Katowice, śląskie",3199.0,2399.0,800.0,55,True,"(50.2598987, 19.0215852)"
"Koszutka, Katowice, śląskie","Katowice, śląskie",2160.0,1590.0,570.0,34,False,"(50.2710047, 19.0194372)"
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",2200.0,2200.0,,110,True,"(50.283912, 19.1126792)"
"Dąb, Katowice, śląskie","Katowice, śląskie",2800.0,2800.0,,62,True,"(50.271163, 18.9990507)"
"Tarnowskie Góry, tarnogórski, śląskie","tarnogórski, śląskie",1700.0,1700.0,,40,True,"(50.4654128, 18.833588437116568)"
"Plac dr. Józefa Rostka, Śródmieście, Katowice, śląskie","Katowice, śląskie",2000.0,2000.0,,65,True,"(50.2550776, 19.01034012231152)"
"Milowice, Sosnowiec, śląskie","Sosnowiec, śląskie",2200.0,2200.0,,42,True,"(50.2882073, 19.0798794)"
"ul. Stefanii Sempołowskiej, Jaworzno, śląskie","Jaworzno, śląskie",1900.0,1300.0,600.0,40,True,"(50.203439, 19.2721559)"
"Tarnowskie Góry, tarnogórski, śląskie","tarnogórski, śląskie",1800.0,1500.0,300.0,26,True,"(50.4654128, 18.833588437116568)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",1499.0,1499.0,,29,False,"(50.259795, 19.0217063)"
"ul. Warszawska, Śródmieście, Katowice, śląskie","Katowice, śląskie",2990.0,2990.0,,125,False,"(50.2598987, 19.0215852)"
"ul. Plebiscytowa, Śródmieście, Katowice, śląskie","Katowice, śląskie",3501.0,3500.0,1.0,72,True,"(50.2598987, 19.0215852)"
"ul. Krzywa 1, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",2100.0,1700.0,400.0,30,True,"(50.271229500000004, 19.215561953947084)"
"ul. Jana Kużaja, Radzionków, tarnogórski, śląskie","tarnogórski, śląskie",1500.0,1500.0,,51,True,"(50.472343499999994, 18.879310592903682)"
"Szopienice-Burowiec, Katowice, śląskie","Katowice, śląskie",2565.0,2200.0,365.0,56,True,"(50.2664454, 19.0820843)"
"ul. ks. Piotra Skargi, Śródmieście, Katowice, śląskie","Katowice, śląskie",3000.0,3000.0,,84,True,"(50.2598987, 19.0215852)"
"ul. Ceglana, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",3200.0,2500.0,700.0,44,True,"(50.2598987, 19.0215852)"
"ul. Ceglana, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",1950.0,1950.0,,35,False,"(50.2598987, 19.0215852)"
"ul. Dojazdowa, Niwka, Sosnowiec, śląskie","Sosnowiec, śląskie",1800.0,1200.0,600.0,38,True,"(50.271229500000004, 19.215561953947084)"
"Górka Gołonoska, Gołonóg Wschodni, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1500.0,1500.0,,38,False,"(50.369624, 19.289046489684473)"
"ul. Piłsudskiego 16, Będzin, będziński, śląskie","będziński, śląskie",1450.0,1450.0,,44,False,"(50.415351900000005, 19.113039906701346)"
"ul. gen. Józefa Hallera, Szopienice-Burowiec, Katowice, śląskie","Katowice, śląskie",2650.0,2000.0,650.0,40,True,"(50.2598987, 19.0215852)"
"al. Tadeusza Kościuszki, Śródmieście, Śródmieście, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1850.0,1500.0,350.0,31,True,"(50.3256858, 19.1866969)"
"Tarnowskie Góry, tarnogórski, śląskie","tarnogórski, śląskie",3701.0,3700.0,1.0,95,False,"(50.4654128, 18.833588437116568)"
"ul. Aleksandra Janowskiego, Sielec, Sosnowiec, śląskie","Sosnowiec, śląskie",2500.0,2200.0,300.0,50,True,"(50.271229500000004, 19.215561953947084)"
"ul. Lisa, Załęże, Katowice, śląskie","Katowice, śląskie",990.0,990.0,,26,False,"(50.2598987, 19.0215852)"
"ul. Augustyna Świdra, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",950.0,950.0,,25,False,"(50.288556299999996, 18.97044253093511)"
"ul. Powstańców, Centrum, Chorzów, śląskie","Chorzów, śląskie",990.0,990.0,,13,False,"(50.288556299999996, 18.97044253093511)"
"Zagórze Północ, Sosnowiec, śląskie","Sosnowiec, śląskie",2845.0,2300.0,545.0,43,True,"(50.271229500000004, 19.215561953947084)"
"ul. Zbaraska, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1500.0,1100.0,400.0,32,False,"(50.271229500000004, 19.215561953947084)"
"ul. Józefa Bema, Stary Gołonóg, Gołonóg Północny, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1000.0,1000.0,,23,False,"(50.369624, 19.289046489684473)"
"ul. Orzegowska, Szombierki, Bytom, śląskie","Bytom, śląskie",1500.0,1100.0,400.0,30,True,"(50.3470387, 18.9231857)"
"pl. Wojska Polskiego, Śródmieście, Bytom, śląskie","Bytom, śląskie",2180.0,1450.0,730.0,48,True,"(50.3539868, 18.9297494)"
"Będzin, będziński, śląskie","będziński, śląskie",2490.0,2000.0,490.0,38,True,"(50.3356269, 19.117295061584233)"
"ul. ks. Karola Koziołka, Śródmieście, Bytom, śląskie","Bytom, śląskie",1520.0,1200.0,320.0,36,True,"(50.3470387, 18.9231857)"
"pl. Wojska Polskiego, Śródmieście, Bytom, śląskie","Bytom, śląskie",1620.0,950.0,670.0,48,True,"(50.3539868, 18.9297494)"
